date,volume,open,close,high,low,symbol,splitDeclaredDate,ratio,tofactor,forfactor,divPaymentDate,divRecordDate,dividend,divDeclaredDate,ratio_adj,split_factor,volume_adj,open_adj,close_adj,high_adj,low_adj,dollar_volume
2005-01-31,30054479.0,74.58,76.9,77.89,74.51,AAPL,,,,,,,,,,56.0,1683050824.0,1.3317857142857144,1.3732142857142857,1.3908928571428572,1.3305357142857144,2311189435.1000004
2005-02-01,12140065.0,77.05,77.53,77.77,76.58,AAPL,,,,,,,,,,56.0,679843640.0,1.375892857142857,1.3844642857142857,1.38875,1.3675,941219239.45
2005-02-02,18296123.0,77.95,79.63,79.91,77.69,AAPL,,,,,,,,,,56.0,1024582888.0,1.3919642857142858,1.4219642857142856,1.4269642857142857,1.3873214285714286,1456920274.49
2005-02-03,13089041.0,79.1,77.81,79.43,77.33,AAPL,,,,,,,,,,56.0,732986296.0,1.4124999999999999,1.3894642857142858,1.4183928571428572,1.3808928571428571,1018458280.21
2005-02-04,10065775.0,77.87,78.84,78.93,77.53,AAPL,,,,,,,,,,56.0,563683400.0,1.3905357142857144,1.407857142857143,1.4094642857142858,1.3844642857142857,793585701.0
2005-02-07,9399938.0,78.93,78.94,79.35,77.5,AAPL,,,,,,,,,,56.0,526396528.0,1.4094642857142858,1.4096428571428572,1.4169642857142857,1.3839285714285714,742031105.72
2005-02-08,15886555.0,79.07,80.9,81.38,78.79,AAPL,,,,,,,,,,56.0,889647080.0,1.4119642857142856,1.4446428571428573,1.4532142857142856,1.406964285714286,1285222299.5
2005-02-09,21270737.0,81.04,78.74,81.99,78.1,AAPL,,,,,,,,,,56.0,1191161272.0,1.4471428571428573,1.4060714285714284,1.4641071428571428,1.394642857142857,1674857831.3799999
2005-02-10,19518563.0,78.72,78.36,79.28,76.66,AAPL,,,,,,,,,,56.0,1093039528.0,1.4057142857142857,1.3992857142857142,1.4157142857142857,1.3689285714285713,1529474596.68
2005-02-11,21467271.0,79.86,81.21,81.76,78.94,AAPL,,,,,,,,,,56.0,1202167176.0,1.4260714285714287,1.4501785714285713,1.4600000000000002,1.4096428571428572,1743357077.9099998
2005-02-14,22717512.0,82.73,84.63,84.79,82.05,AAPL,,,,,,,,,,56.0,1272180672.0,1.4773214285714287,1.51125,1.5141071428571429,1.4651785714285714,1922583040.56
2005-02-15,41430315.0,86.66,88.41,89.08,86.0,AAPL,,,,,,,,,,56.0,2320097640.0,1.5474999999999999,1.5787499999999999,1.5907142857142857,1.5357142857142858,3662854149.15
2005-02-16,29271554.0,88.15,90.13,90.2,87.35,AAPL,,,,,,,,,,56.0,1639207024.0,1.574107142857143,1.6094642857142856,1.6107142857142858,1.5598214285714285,2638245162.02
2005-02-17,27163346.0,90.65,87.81,90.88,87.45,AAPL,,,,,,,,,,56.0,1521147376.0,1.6187500000000001,1.5680357142857144,1.6228571428571428,1.561607142857143,2385213412.26
2005-02-18,20774208.0,87.74,86.81,87.86,86.25,AAPL,,,,,,,,,,56.0,1163355648.0,1.5667857142857142,1.5501785714285714,1.5689285714285715,1.5401785714285714,1803408996.48
2005-02-22,21787954.0,86.3,85.29,88.3,85.29,AAPL,,,,,,,,,,56.0,1220125424.0,1.5410714285714284,1.5230357142857145,1.5767857142857142,1.5230357142857145,1858294596.66
2005-02-23,24015245.0,86.72,88.23,88.45,85.55,AAPL,,,,,,,,,,56.0,1344853720.0,1.5485714285714285,1.5755357142857143,1.5794642857142858,1.5276785714285714,2118865066.3500001
2005-02-24,27228787.0,88.48,88.93,89.31,87.73,AAPL,,,,,,,,,,56.0,1524812072.0,1.58,1.5880357142857144,1.5948214285714286,1.5666071428571429,2421456027.9100003
2005-02-25,16351156.0,89.62,88.99,89.91,88.19,AAPL,,,,,,,,,,56.0,915664736.0,1.600357142857143,1.5891071428571428,1.6055357142857143,1.5748214285714286,1455089372.4399998
2005-02-28,23325179.0,44.68,44.86,45.14,43.96,AAPL,,0.5,,,,,,,0.5,28.0,653105012.0,1.5957142857142856,1.602142857142857,1.612142857142857,1.57,1046367529.9399999
2005-03-01,16715290.0,44.99,44.5,45.11,44.16,AAPL,,,,,,,,,,28.0,468028120.0,1.6067857142857143,1.5892857142857142,1.6110714285714285,1.577142857142857,743830405.0
2005-03-02,16374329.0,44.25,44.121,44.89,44.08,AAPL,,,,,,,,,,28.0,458481212.0,1.5803571428571428,1.57575,1.6032142857142857,1.5742857142857143,722451769.809
2005-03-03,50399022.0,44.37,41.79,44.41,41.22,AAPL,,,,,,,,,,28.0,1411172616.0,1.584642857142857,1.4925,1.5860714285714284,1.4721428571428572,2106175129.3799999
2005-03-04,27021099.0,42.76,42.81,43.01,41.85,AAPL,,,,,,,,,,28.0,756590772.0,1.5271428571428571,1.5289285714285714,1.5360714285714285,1.4946428571428572,1156773248.19
2005-03-07,16107614.0,42.8,42.75,43.25,42.35,AAPL,,,,,,,,,,28.0,451013192.0,1.5285714285714285,1.5267857142857142,1.5446428571428572,1.5125,688600498.5
2005-03-08,36461656.0,41.9,40.53,42.16,40.1,AAPL,,,,,,,,,,28.0,1020926368.0,1.4964285714285714,1.4475,1.5057142857142856,1.4321428571428572,1477790917.68
2005-03-09,47223434.0,39.64,39.35,40.28,38.83,AAPL,,,,,,,,,,28.0,1322256152.0,1.4157142857142857,1.405357142857143,1.4385714285714286,1.3867857142857143,1858242127.9
2005-03-10,27737479.0,39.53,39.83,40.26,39.1,AAPL,,,,,,,,,,28.0,776649412.0,1.4117857142857144,1.4224999999999999,1.4378571428571427,1.3964285714285716,1104783788.57
2005-03-11,22601228.0,40.21,40.27,40.59,39.8,AAPL,,,,,,,,,,28.0,632834384.0,1.4360714285714287,1.438214285714286,1.4496428571428572,1.4214285714285713,910151451.5600001
2005-03-14,21621272.0,40.52,40.32,40.79,39.52,AAPL,,,,,,,,,,28.0,605395616.0,1.4471428571428573,1.44,1.4567857142857144,1.4114285714285715,871769687.04
2005-03-15,18276510.0,40.64,40.96,41.14,40.25,AAPL,,,,,,,,,,28.0,511742280.0,1.4514285714285715,1.4628571428571429,1.4692857142857143,1.4375,748605849.6
2005-03-16,25000819.0,41.21,41.18,42.31,40.78,AAPL,,,,,,,,,,28.0,700022932.0,1.4717857142857143,1.4707142857142856,1.5110714285714286,1.4564285714285714,1029533726.42
2005-03-17,28663115.0,41.53,42.25,42.88,41.32,AAPL,,,,,,,,,,28.0,802567220.0,1.4832142857142858,1.5089285714285714,1.5314285714285716,1.4757142857142858,1211016608.75
2005-03-18,34887342.0,43.33,42.96,43.44,42.5,AAPL,,,,,,,,,,28.0,976845576.0,1.5474999999999999,1.5342857142857143,1.5514285714285714,1.5178571428571428,1498760212.32
2005-03-21,19330778.0,43.29,43.7,43.97,42.86,AAPL,,,,,,,,,,28.0,541261784.0,1.5460714285714285,1.5607142857142857,1.5703571428571428,1.5307142857142857,844754998.6
2005-03-22,19704897.0,43.71,42.83,43.96,42.68,AAPL,,,,,,,,,,28.0,551737116.0,1.5610714285714287,1.529642857142857,1.57,1.5242857142857142,843960738.51
2005-03-23,21810767.0,42.45,42.55,43.4,42.02,AAPL,,,,,,,,,,28.0,610701476.0,1.5160714285714287,1.519642857142857,1.55,1.500714285714286,928048135.8499999
2005-03-24,12616565.0,42.91,42.5,43.0,42.5,AAPL,,,,,,,,,,28.0,353263820.0,1.5325,1.5178571428571428,1.5357142857142858,1.5178571428571428,536204012.5
2005-03-28,9912320.0,42.75,42.53,42.96,42.47,AAPL,,,,,,,,,,28.0,277544960.0,1.5267857142857142,1.5189285714285714,1.5342857142857143,1.5167857142857142,421570969.6
2005-03-29,16536414.0,42.56,41.75,42.83,41.5,AAPL,,,,,,,,,,28.0,463019592.0,1.52,1.4910714285714286,1.529642857142857,1.4821428571428572,690395284.5
2005-03-30,14134914.0,42.07,42.8,42.8,41.82100000000001,AAPL,,,,,,,,,,28.0,395777592.0,1.5025,1.5285714285714285,1.5285714285714285,1.4936071428571434,604974319.1999999
2005-03-31,22749475.0,42.45,41.67,42.52,41.59,AAPL,,,,,,,,,,28.0,636985300.0,1.5160714285714287,1.4882142857142857,1.5185714285714287,1.485357142857143,947970623.25
2005-04-01,22951657.0,42.09,40.89,42.18,40.57,AAPL,,,,,,,,,,28.0,642646396.0,1.5032142857142858,1.460357142857143,1.5064285714285715,1.4489285714285713,938493254.73
2005-04-04,20649011.0,40.99,41.09,41.31,40.16,AAPL,,,,,,,,,,28.0,578172308.0,1.4639285714285715,1.4675,1.475357142857143,1.4342857142857142,848467861.9900001
2005-04-05,19948791.0,41.22,41.89,42.24,41.09,AAPL,,,,,,,,,,28.0,558566148.0,1.4721428571428572,1.4960714285714285,1.5085714285714287,1.4675,835654854.99
2005-04-06,14840933.0,42.4,42.33,42.81,42.15,AAPL,,,,,,,,,,28.0,415546124.0,1.5142857142857142,1.5117857142857143,1.5289285714285714,1.5053571428571428,628216693.89
2005-04-07,18132757.0,42.33,43.56,43.75,42.25,AAPL,,,,,,,,,,28.0,507717196.0,1.5117857142857143,1.5557142857142858,1.5625,1.5089285714285714,789862894.9200001
2005-04-08,23231217.0,43.7,43.74,44.45,43.54,AAPL,,,,,,,,,,28.0,650474076.0,1.5607142857142857,1.5621428571428573,1.5875000000000001,1.555,1016133431.58
2005-04-11,29422164.0,44.15,41.92,44.25,41.91,AAPL,,,,,,,,,,28.0,823820592.0,1.5767857142857142,1.497142857142857,1.5803571428571428,1.4967857142857142,1233377114.88
2005-04-12,35120348.0,42.49,42.66,43.19,42.01,AAPL,,,,,,,,,,28.0,983369744.0,1.5175,1.5235714285714284,1.5425,1.5003571428571427,1498234045.6799998
2005-04-13,50966206.0,42.95,41.04,42.99,40.93,AAPL,,,,,,,,,,28.0,1427053768.0,1.5339285714285715,1.4657142857142857,1.5353571428571429,1.4617857142857142,2091653094.24
2005-04-14,98510608.0,38.81,37.26,39.98,36.84,AAPL,,,,,,,,,,28.0,2758297024.0,1.3860714285714286,1.3307142857142857,1.4278571428571427,1.3157142857142858,3670505254.08
2005-04-15,61782392.0,36.62,35.35,37.25,35.28,AAPL,,,,,,,,,,28.0,1729906976.0,1.3078571428571428,1.2625,1.3303571428571428,1.26,2184007557.2000003
2005-04-18,49488743.0,35.0,35.62,36.3,34.0,AAPL,,,,,,,,,,28.0,1385684804.0,1.25,1.272142857142857,1.2964285714285713,1.2142857142857142,1762789025.6599998
2005-04-19,38818627.0,36.6,37.09,37.44,35.87,AAPL,,,,,,,,,,28.0,1086921556.0,1.3071428571428572,1.3246428571428572,1.337142857142857,1.2810714285714284,1439782875.43
2005-04-20,34133905.0,37.66,35.51,37.74,35.44,AAPL,,,,,,,,,,28.0,955749340.0,1.345,1.2682142857142857,1.3478571428571429,1.2657142857142856,1212094966.55
2005-04-21,27276471.0,36.4,37.18,37.21,35.9,AAPL,,,,,,,,,,28.0,763741188.0,1.3,1.3278571428571428,1.3289285714285715,1.282142857142857,1014139191.78
2005-04-22,29931598.0,36.84,35.5,37.0,34.9,AAPL,,,,,,,,,,28.0,838084744.0,1.3157142857142858,1.2678571428571428,1.3214285714285714,1.2464285714285714,1062571729.0
2005-04-25,26691826.0,36.49,36.98,37.02,36.11,AAPL,,,,,,,,,,28.0,747371128.0,1.3032142857142859,1.3207142857142855,1.3221428571428573,1.289642857142857,987063725.4799999
2005-04-26,29074223.0,36.78,36.19,37.51,36.12,AAPL,,,,,,,,,,28.0,814078244.0,1.3135714285714286,1.2925,1.3396428571428571,1.2899999999999998,1052196130.3699999
2005-04-27,21895531.0,35.89,35.95,36.36,35.51,AAPL,,,,,,,,,,28.0,613074868.0,1.2817857142857143,1.2839285714285715,1.2985714285714285,1.2682142857142857,787144339.45
2005-04-28,20614796.0,36.29,35.54,36.34,35.24,AAPL,,,,,,,,,,28.0,577214288.0,1.2960714285714285,1.2692857142857144,1.297857142857143,1.2585714285714287,732649849.84
2005-04-29,24008633.0,36.15,36.06,36.23,35.22,AAPL,,,,,,,,,,28.0,672241724.0,1.2910714285714284,1.287857142857143,1.2939285714285713,1.2578571428571428,865751305.98
2005-05-02,16648221.0,36.21,36.43,36.65,36.02,AAPL,,,,,,,,,,28.0,466150188.0,1.2932142857142856,1.3010714285714287,1.3089285714285714,1.2864285714285715,606494691.03
2005-05-03,17753358.0,36.4,36.21,36.74,36.03,AAPL,,,,,,,,,,28.0,497094024.0,1.3,1.2932142857142856,1.3121428571428573,1.2867857142857144,642849093.1800001
2005-05-04,16397068.0,36.11,37.15,37.2,36.1,AAPL,,,,,,,,,,28.0,459117904.0,1.289642857142857,1.3267857142857142,1.3285714285714287,1.2892857142857144,609151076.1999999
2005-05-05,13822690.0,37.25,36.68,37.27,36.47,AAPL,,,,,,,,,,28.0,387035320.0,1.3303571428571428,1.31,1.3310714285714287,1.3025,507016269.2
2005-05-06,11660930.0,36.89,37.24,37.33,36.79,AAPL,,,,,,,,,,28.0,326506040.0,1.3175000000000001,1.33,1.3332142857142857,1.3139285714285713,434253033.20000005
2005-05-09,12704692.0,37.28,36.97,37.45,36.75,AAPL,,,,,,,,,,28.0,355731376.0,1.3314285714285714,1.3203571428571428,1.3375000000000001,1.3125,469692463.24
2005-05-10,16027501.0,36.75,36.42,37.25,36.33,AAPL,,,,,,,,,,28.0,448770028.0,1.3125,1.3007142857142857,1.3303571428571428,1.2974999999999999,583721586.4200001
2005-05-11,73210601.0,35.2,35.61,35.67,33.11,AAPL,,,,,,,,,,28.0,2049896828.0,1.2571428571428573,1.2717857142857143,1.2739285714285715,1.1824999999999999,2607029501.61
2005-05-12,34662524.0,35.42,34.13,35.59,34.0,AAPL,,,,,,,,,,28.0,970550672.0,1.2650000000000001,1.2189285714285716,1.2710714285714286,1.2142857142857142,1183031944.1200001
2005-05-13,25190280.0,34.2,34.77,35.23,34.07,AAPL,,,,,,,,,,28.0,705327840.0,1.2214285714285715,1.2417857142857145,1.2582142857142855,1.2167857142857144,875866035.6
2005-05-16,17054118.0,34.56,35.55,35.71,34.53,AAPL,,,,,,,,,,28.0,477515304.0,1.2342857142857144,1.269642857142857,1.2753571428571429,1.2332142857142858,606273894.9
2005-05-17,21078186.0,35.14,35.36,35.46,34.54,AAPL,,,,,,,,,,28.0,590189208.0,1.2550000000000001,1.262857142857143,1.2664285714285715,1.2335714285714285,745324656.96
2005-05-18,22747010.0,35.45,35.84,37.56,34.99,AAPL,,,,,,,,,,28.0,636916280.0,1.2660714285714287,1.28,1.3414285714285714,1.2496428571428573,815252838.4000001
2005-05-19,28350552.0,35.78,37.55,37.68,35.78,AAPL,,,,,,,,,,28.0,793815456.0,1.2778571428571428,1.3410714285714285,1.3457142857142856,1.2778571428571428,1064563227.5999999
2005-05-20,16179523.0,37.25,37.55,37.65,37.19,AAPL,,,,,,,,,,28.0,453026644.0,1.3303571428571428,1.3410714285714285,1.344642857142857,1.3282142857142856,607541088.65
2005-05-23,37283441.0,37.85,39.76,39.9,37.85,AAPL,,,,,,,,,,28.0,1043936348.0,1.3517857142857144,1.42,1.425,1.3517857142857144,1482389614.1599998
2005-05-24,21231667.0,39.45,39.7,39.99,39.03,AAPL,,,,,,,,,,28.0,594486676.0,1.4089285714285715,1.417857142857143,1.4282142857142859,1.3939285714285714,842897179.9000001
2005-05-25,14832087.0,39.5,39.78,39.95,39.32,AAPL,,,,,,,,,,28.0,415298436.0,1.4107142857142858,1.4207142857142858,1.4267857142857143,1.4042857142857144,590020420.86
2005-05-26,18777823.0,39.94,40.74,40.94,38.8,AAPL,,,,,,,,,,28.0,525779044.0,1.4264285714285714,1.455,1.462142857142857,1.3857142857142857,765008509.02
2005-05-27,11291435.0,40.64,40.56,40.79,40.01,AAPL,,,,,,,,,,28.0,316160180.0,1.4514285714285715,1.4485714285714286,1.4567857142857144,1.4289285714285713,457980603.6
2005-05-31,14470443.0,40.66,39.7593,40.74,39.58,AAPL,,,,,,,,,,28.0,405172404.0,1.452142857142857,1.4199750000000002,1.455,1.4135714285714285,575334684.3699
2005-06-01,16264511.0,39.89,40.3,40.76,39.86,AAPL,,,,,,,,,,28.0,455406308.0,1.424642857142857,1.4392857142857143,1.4557142857142857,1.4235714285714285,655459793.3
2005-06-02,13252051.0,40.05,40.04,40.32,39.6,AAPL,,,,,,,,,,28.0,371057428.0,1.4303571428571427,1.43,1.44,1.4142857142857144,530612122.03999996
2005-06-03,34199602.0,38.16,38.24,38.58,37.77,AAPL,,,,,,,,,,28.0,957588856.0,1.3628571428571428,1.3657142857142859,1.377857142857143,1.3489285714285715,1307792780.48
2005-06-06,29006743.0,38.33,37.92,38.63,37.56,AAPL,,,,,,,,,,28.0,812188804.0,1.3689285714285713,1.3542857142857143,1.3796428571428572,1.3414285714285714,1099935694.56
2005-06-07,26679608.0,37.6,36.54,37.73,36.45,AAPL,,,,,,,,,,28.0,747029024.0,1.342857142857143,1.305,1.3475,1.3017857142857143,974872876.3199999
2005-06-08,14744949.0,36.63,36.92,37.25,36.57,AAPL,,,,,,,,,,28.0,412858572.0,1.3082142857142858,1.3185714285714287,1.3303571428571428,1.3060714285714285,544383517.08
2005-06-09,13954089.0,37.0,37.65,37.94,36.8188,AAPL,,,,,,,,,,28.0,390714492.0,1.3214285714285714,1.344642857142857,1.355,1.314957142857143,525371450.84999996
2005-06-10,24250402.0,37.4,35.81,37.4,35.52,AAPL,,,,,,,,,,28.0,679011256.0,1.3357142857142856,1.2789285714285714,1.3357142857142856,1.2685714285714287,868406895.62
2005-06-13,15546701.0,35.89,35.9,36.61,35.82,AAPL,,,,,,,,,,28.0,435307628.0,1.2817857142857143,1.282142857142857,1.3074999999999999,1.2792857142857144,558126565.9
2005-06-14,12609890.0,35.92,36.0,36.15,35.75,AAPL,,,,,,,,,,28.0,353076920.0,1.282857142857143,1.2857142857142858,1.2910714285714284,1.2767857142857142,453956040.0
2005-06-15,20239082.0,36.87,37.13,37.3,36.3,AAPL,,,,,,,,,,28.0,566694296.0,1.3167857142857142,1.3260714285714286,1.332142857142857,1.2964285714285713,751477114.6600001
2005-06-16,19797993.0,37.19,37.98,38.08,36.82,AAPL,,,,,,,,,,28.0,554343804.0,1.3282142857142856,1.3564285714285713,1.3599999999999999,1.315,751927774.14
2005-06-17,21479112.0,38.47,38.31,38.54,37.83,AAPL,,,,,,,,,,28.0,601415136.0,1.3739285714285714,1.3682142857142858,1.3764285714285713,1.3510714285714285,822864780.72
2005-06-20,11602479.0,37.85,37.61,38.09,37.45,AAPL,,,,,,,,,,28.0,324869412.0,1.3517857142857144,1.3432142857142857,1.360357142857143,1.3375000000000001,436369235.19
2005-06-21,13256117.0,37.72,37.86,38.19,37.38,AAPL,,,,,,,,,,28.0,371171276.0,1.3471428571428572,1.352142857142857,1.3639285714285714,1.3350000000000002,501876589.62
2005-06-22,15346893.0,38.26,38.55,38.6,38.14,AAPL,,,,,,,,,,28.0,429713004.0,1.3664285714285713,1.3767857142857143,1.3785714285714286,1.362142857142857,591622725.15
2005-06-23,24086085.0,38.83,38.89,39.78,38.65,AAPL,,,,,,,,,,28.0,674410380.0,1.3867857142857143,1.3889285714285715,1.4207142857142858,1.3803571428571428,936707845.65
2005-06-24,16497644.0,39.09,37.76,39.12,37.68,AAPL,,,,,,,,,,28.0,461934032.0,1.3960714285714286,1.3485714285714285,1.397142857142857,1.3457142857142856,622951037.4399999
2005-06-27,21489571.0,36.84,37.1,38.1,36.68,AAPL,,,,,,,,,,28.0,601707988.0,1.3157142857142858,1.325,1.3607142857142858,1.31,797263084.1
2005-06-28,12533296.0,37.495,37.31,37.59,37.17,AAPL,,,,,,,,,,28.0,350932288.0,1.3391071428571428,1.3325,1.3425,1.3275000000000001,467617273.76000005
2005-06-29,16243383.0,37.23,36.37,37.29,36.12,AAPL,,,,,,,,,,28.0,454814724.0,1.3296428571428571,1.2989285714285714,1.3317857142857144,1.2899999999999998,590771839.7099999
2005-06-30,14940355.0,36.61,36.81,37.16,36.31,AAPL,,,,,,,,,,28.0,418329940.0,1.3074999999999999,1.3146428571428572,1.327142857142857,1.2967857142857144,549954467.5500001
2005-07-01,8955638.0,36.83,36.5,36.97,36.29,AAPL,,,,,,,,,,28.0,250757864.0,1.315357142857143,1.3035714285714286,1.3203571428571428,1.2960714285714285,326880787.0
2005-07-05,16279061.0,36.55,37.98,38.15,36.5,AAPL,,,,,,,,,,28.0,455813708.0,1.3053571428571427,1.3564285714285713,1.3625,1.3035714285714286,618278736.78
2005-07-06,14262019.0,37.71,37.39,38.16,37.2,AAPL,,,,,,,,,,28.0,399336532.0,1.3467857142857143,1.335357142857143,1.3628571428571428,1.3285714285714287,533256890.41
2005-07-07,13726918.0,36.81,37.63,37.76,36.8,AAPL,,,,,,,,,,28.0,384353704.0,1.3146428571428572,1.3439285714285716,1.3485714285714285,1.3142857142857143,516543924.34000003
2005-07-08,10389757.0,37.87,38.25,38.28,37.47,AAPL,,,,,,,,,,28.0,290913196.0,1.3524999999999998,1.3660714285714286,1.3671428571428572,1.3382142857142856,397408205.25
2005-07-11,14143099.0,38.37,38.1,38.65,37.78,AAPL,,,,,,,,,,28.0,396006772.0,1.3703571428571428,1.3607142857142858,1.3803571428571428,1.3492857142857144,538852071.9
2005-07-12,13875222.0,38.23,38.24,38.4,37.91,AAPL,,,,,,,,,,28.0,388506216.0,1.3653571428571427,1.3657142857142859,1.3714285714285714,1.3539285714285714,530588489.28000003
2005-07-13,28149670.0,38.29,38.35,38.5,37.9,AAPL,,,,,,,,,,28.0,788190760.0,1.3675,1.3696428571428572,1.375,1.3535714285714284,1079539844.5
2005-07-14,74817551.0,40.79,40.75,42.01,40.23,AAPL,,,,,,,,,,28.0,2094891428.0,1.4567857142857144,1.4553571428571428,1.5003571428571427,1.436785714285714,3048815203.25
2005-07-15,24552334.0,40.97,41.55,41.57,40.46,AAPL,,,,,,,,,,28.0,687465352.0,1.4632142857142856,1.4839285714285713,1.4846428571428572,1.445,1020149477.6999999
2005-07-18,20985999.0,41.41,41.49,42.1,41.37,AAPL,,,,,,,,,,28.0,587607972.0,1.4789285714285714,1.4817857142857143,1.5035714285714286,1.4774999999999998,870709098.51
2005-07-19,24018412.0,41.52,43.19,43.23,41.07,AAPL,,,,,,,,,,28.0,672515536.0,1.4828571428571429,1.5425,1.5439285714285713,1.4667857142857144,1037355214.28
2005-07-20,16287501.0,42.86,43.63,43.8,42.65,AAPL,,,,,,,,,,28.0,456050028.0,1.5307142857142857,1.5582142857142858,1.5642857142857143,1.5232142857142856,710623668.63
2005-07-21,14490568.0,43.7,43.29,44.04,42.9,AAPL,,,,,,,,,,28.0,405735904.0,1.5607142857142857,1.5460714285714285,1.5728571428571427,1.532142857142857,627296688.72
2005-07-22,10779774.0,43.44,44.0,44.0,43.39,AAPL,,,,,,,,,,28.0,301833672.0,1.5514285714285714,1.5714285714285714,1.5714285714285714,1.549642857142857,474310056.0
2005-07-25,10547273.0,43.99,43.81,44.28,43.73,AAPL,,,,,,,,,,28.0,295323644.0,1.5710714285714287,1.5646428571428572,1.5814285714285714,1.561785714285714,462076030.13
2005-07-26,9611878.0,44.01,43.63,44.11,43.36,AAPL,,,,,,,,,,28.0,269132584.0,1.5717857142857141,1.5582142857142858,1.575357142857143,1.5485714285714285,419366237.14000005
2005-07-27,10098053.0,43.83,43.99,44.07,42.67,AAPL,,,,,,,,,,28.0,282745484.0,1.565357142857143,1.5710714285714287,1.5739285714285713,1.5239285714285715,444213351.47
2005-07-28,9101490.0,43.85,43.8,44.0,43.3,AAPL,,,,,,,,,,28.0,254841720.0,1.5660714285714286,1.5642857142857143,1.5714285714285714,1.5464285714285713,398645262.0
2005-07-29,20133851.0,43.56,42.65,44.38,42.26,AAPL,,,,,,,,,,28.0,563747828.0,1.5557142857142858,1.5232142857142856,1.5850000000000002,1.5092857142857141,858708745.15
2005-08-01,11285658.0,42.57,42.75,43.08,42.08,AAPL,,,,,,,,,,28.0,315998424.0,1.520357142857143,1.5267857142857142,1.5385714285714285,1.502857142857143,482461879.5
